t_s,muestra,escenario,modo_decision,pose_fuente,mapa_csv,ruta_celdas,waypoints_total,waypoint_indice,distancia_waypoint_m,grid_fila,grid_columna,ps0_frontal_der,ps7_frontal_izq,ps2_lateral_der,ps5_lateral_izq,frontal_crudo,frontal_filtrado,frontal_kalman,kalman_ganancia,kalman_p,encoder_izq_rad,encoder_der_rad,avance_ds_m,velocidad_lineal_m_s,velocidad_angular_rad_s,odom_x_m,odom_y_m,odom_theta_rad,valor_decision,vel_motor_izq_rad_s,vel_motor_der_rad_s,accion
0.704,11,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,0.9719,18,1,68.098,66.564,69.68,65.622,67.331,67.637,68.574,0.16916,3.72154,1.40044,1.40044,0.002832,0.04425,0.0,-1.7,-1.6719,1.5708,68.574,2.195,2.195,SEGUIR_RUTA
0.768,12,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,0.96909,18,1,68.155,73.454,60.339,66.996,70.805,68.593,69.249,0.17049,3.75068,1.54488,1.54488,0.002961,0.04627,0.0,-1.7,-1.66909,1.5708,69.249,2.195,2.195,SEGUIR_RUTA
0.832,13,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,0.96628,18,1,66.619,68.489,62.182,72.358,67.554,67.734,69.24,0.1714,3.77071,1.68304,1.68304,0.002832,0.04425,0.0,-1.7,-1.66628,1.5708,69.24,2.195,2.195,SEGUIR_RUTA
0.896,14,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,0.96347,18,1,69.809,69.763,66.024,70.967,69.786,67.798,69.615,0.17202,3.78446,1.8212,1.8212,0.002832,0.04425,0.0,-1.7,-1.66347,1.5708,69.615,2.195,2.195,SEGUIR_RUTA
0.96,15,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,0.96066,18,1,67.51,65.362,69.295,68.284,66.436,68.382,69.361,0.17245,3.79387,1.96564,1.96564,0.002961,0.04627,0.0,-1.7,-1.66066,1.5708,69.361,2.195,2.195,SEGUIR_RUTA
1.024,16,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,0.95785,18,1,72.056,63.584,67.125,62.728,67.82,68.48,69.376,0.17274,3.80032,2.1038,2.1038,0.002832,0.04425,0.0,-1.7,-1.65785,1.5708,69.376,2.195,2.195,SEGUIR_RUTA
1.088,17,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,0.95504,18,1,61.21,67.347,69.334,69.812,64.278,67.175,68.776,0.17294,3.80473,2.24196,2.24196,0.002832,0.04425,0.0,-1.7,-1.65504,1.5708,68.776,2.195,2.195,SEGUIR_RUTA
1.152,18,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14868,17,5,62.1,67.006,63.979,69.308,64.553,66.575,68.339,0.17308,3.80775,2.3864,2.3864,0.002961,0.04627,0.0,-0.88071,-1.50513,1.57084,68.339,-3.223,3.223,GIRAR_A_WAYPOINT
1.216,19,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14872,17,5,67.686,64.656,67.936,66.03,66.171,65.852,67.957,0.17317,3.80981,2.17916,2.58736,-6.4e-05,-0.00101,2.51445,-0.88065,-1.50512,1.57072,67.957,-3.223,3.223,GIRAR_A_WAYPOINT
1.28,20,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14753,17,5,63.675,70.418,65.771,69.959,67.046,65.974,67.799,0.17324,3.81122,1.97192,2.7946,0.0,0.0,2.55314,-0.88064,-1.50341,1.65567,67.799,-2.883,2.883,GIRAR_A_WAYPOINT
1.344,21,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14643,17,5,67.986,65.157,62.879,57.993,66.572,65.724,67.586,0.17328,3.81218,1.7898,2.97672,0.0,0.0,2.24367,-0.88077,-1.50197,1.7364,67.586,-2.559,2.559,GIRAR_A_WAYPOINT
1.408,22,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14517,17,5,67.522,68.806,68.002,66.481,68.164,66.501,67.687,0.17331,3.81284,1.62652,3.14,0.0,0.0,2.01156,-0.88105,-1.50046,1.79982,67.687,-2.304,2.304,GIRAR_A_WAYPOINT
1.472,23,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14517,17,5,63.595,71.372,62.485,70.073,67.483,67.087,67.658,0.17333,3.81329,1.48208,3.29072,6.4e-05,0.00101,1.81814,-0.88105,-1.50046,1.79996,67.658,-2.304,2.304,GIRAR_A_WAYPOINT
1.536,24,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14517,17,5,70.303,59.78,72.245,63.788,65.041,66.861,67.198,0.17335,3.8136,1.33136,3.43516,-6.4e-05,-0.00101,1.81814,-0.88105,-1.50046,1.79997,67.198,-2.304,2.304,GIRAR_A_WAYPOINT
1.6,25,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14517,17,5,61.14,67.007,66.468,64.542,64.073,66.267,66.663,0.17335,3.81381,1.18692,3.58588,6.4e-05,0.00101,1.81814,-0.88105,-1.50046,1.79998,66.663,-2.304,2.304,GIRAR_A_WAYPOINT
1.664,26,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14517,17,5,61.605,71.001,70.115,69.849,66.303,66.213,66.594,0.17336,3.81395,1.0362,3.73032,-6.4e-05,-0.00101,1.81814,-0.88105,-1.50046,1.79998,66.594,-2.304,2.304,GIRAR_A_WAYPOINT
1.728,27,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14517,17,5,71.002,64.194,69.049,68.786,67.598,66.1,66.768,0.17337,3.81405,0.89176,3.87476,0.0,0.0,1.77946,-0.88105,-1.50046,1.79999,66.768,-2.304,2.304,GIRAR_A_WAYPOINT
1.792,28,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14517,17,5,66.049,61.029,64.085,64.002,63.539,65.311,66.208,0.17337,3.81412,0.74104,4.02548,-0.0,-0.0,1.85683,-0.88105,-1.50045,1.79999,66.208,-2.304,2.304,GIRAR_A_WAYPOINT
1.856,29,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14459,17,5,68.194,77.661,64.706,69.33,72.928,66.888,67.373,0.17337,3.81416,0.5966,4.16992,0.0,0.0,1.77946,-0.88153,-1.50012,1.82419,67.373,-2.205,2.205,GIRAR_A_WAYPOINT
1.92,30,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14458,17,5,67.39,71.83,68.031,75.06,69.61,67.995,67.767,0.17337,3.81419,0.45844,4.31436,6.4e-05,0.00101,1.74078,-0.88154,-1.50012,1.92278,67.767,-1.805,1.805,GIRAR_A_WAYPOINT
1.984,31,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14458,17,5,70.059,67.687,68.106,65.849,68.873,68.51,67.953,0.17337,3.81422,0.33912,4.4274,-6.4e-05,-0.00101,1.4313,-0.88155,-1.50012,2.00441,67.953,-1.474,1.474,GIRAR_A_WAYPOINT
2.048,32,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14457,17,5,68.266,71.62,64.98,60.444,69.943,68.978,68.298,0.17337,3.81423,0.24492,4.5216,0.0,0.0,1.16052,-0.88155,-1.50012,2.07113,68.298,0.992,3.398,SEGUIR_RUTA
2.112,33,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14335,17,5,61.083,62.704,68.835,70.533,61.894,68.649,67.475,0.17337,3.81424,0.30772,4.7414,0.002897,0.04526,0.9671,-0.88217,-1.499,2.06975,67.475,0.985,3.405,SEGUIR_RUTA
2.176,34,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14248,17,5,67.843,70.896,66.535,65.147,69.37,67.938,68.084,0.17337,3.81425,0.37052,4.95492,0.002832,0.04425,0.92841,-0.88263,-1.49823,2.05526,68.084,0.926,3.465,SEGUIR_RUTA
2.24,35,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14167,17,5,66.705,68.107,68.457,63.887,67.406,67.497,68.254,0.17338,3.81425,0.43332,5.17472,0.002897,0.04526,0.9671,-0.88304,-1.49749,2.04202,68.254,0.871,3.519,SEGUIR_RUTA
2.304,36,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.14091,17,5,63.93,72.795,65.589,57.557,68.363,67.395,68.56,0.17338,3.81425,0.48984,5.4008,0.002897,0.04526,1.04447,-0.88341,-1.49678,2.03045,68.56,0.823,3.567,SEGUIR_RUTA
2.368,37,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.13992,17,5,68.884,62.977,59.918,61.936,65.93,66.592,68.385,0.17338,3.81426,0.54008,5.62688,0.002832,0.04425,1.08315,-0.88387,-1.49583,2.03004,68.385,0.82,3.57,SEGUIR_RUTA
2.432,38,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.13744,17,5,64.865,68.418,73.338,62.838,66.641,67.542,68.364,0.17338,3.81426,0.59032,5.85296,0.002832,0.04425,1.08315,-0.88502,-1.49346,2.09624,68.364,1.086,3.304,SEGUIR_RUTA
2.496,39,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.13484,17,5,69.434,67.714,62.059,75.589,68.574,67.383,68.688,0.17338,3.81426,0.6594,6.06648,0.002897,0.04526,0.88973,-0.88638,-1.49112,2.15066,68.688,1.304,3.086,SEGUIR_RUTA
2.56,40,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.13217,17,5,67.131,67.768,64.698,62.995,67.45,67.392,68.76,0.17338,3.81426,0.74732,6.26116,0.002897,0.04526,0.65763,-0.88788,-1.48884,2.19488,68.76,1.481,2.909,SEGUIR_RUTA
2.624,41,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.12994,17,5,60.622,61.118,59.569,76.039,60.87,65.893,67.68,0.17338,3.81426,0.84152,6.44956,0.002897,0.04526,0.58026,-0.88923,-1.48703,2.21044,67.68,1.543,2.847,SEGUIR_RUTA
2.688,42,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.12868,17,5,64.772,66.512,69.661,64.483,65.642,65.835,67.607,0.17338,3.81426,0.93572,6.63168,0.002832,0.04425,0.54157,-0.89002,-1.48603,2.18592,67.607,1.443,2.947,SEGUIR_RUTA
2.752,43,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.12749,17,5,70.291,68.58,69.933,69.736,69.435,66.394,68.212,0.17338,3.81426,1.02992,6.82008,0.002897,0.04526,0.58026,-0.89073,-1.48506,2.16351,68.212,1.351,3.039,SEGUIR_RUTA
2.816,44,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.12636,17,5,65.151,70.821,66.789,69.94,67.986,66.276,68.46,0.17338,3.81426,1.11784,7.01476,0.002897,0.04526,0.65763,-0.89139,-1.48411,2.14301,68.46,1.267,3.123,SEGUIR_RUTA
2.88,45,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.12377,17,5,68.345,67.052,58.754,56.09,67.699,66.326,68.609,0.17338,3.81426,1.19948,7.20944,0.002832,0.04425,0.69631,-0.89283,-1.48188,2.18689,68.609,1.443,2.947,SEGUIR_RUTA
2.944,46,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.12108,17,5,68.634,66.734,67.799,66.708,67.684,67.689,68.736,0.17338,3.81426,1.29368,7.39784,0.002897,0.04526,0.58026,-0.89441,-1.47965,2.22299,68.736,1.588,2.802,SEGUIR_RUTA
3.008,47,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.11836,17,5,65.137,64.694,67.189,66.591,64.915,67.544,68.361,0.17338,3.81426,1.39416,7.57996,0.002897,0.04526,0.50289,-0.89608,-1.47746,2.25246,68.361,1.706,2.684,SEGUIR_RUTA
3.072,48,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.11561,17,5,62.49,66.947,69.412,63.9,64.718,66.6,68.01,0.17338,3.81426,1.50092,7.74952,0.002832,0.04425,0.38684,-0.89783,-1.47532,2.27633,68.01,1.802,2.588,SEGUIR_RUTA
3.136,49,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.11285,17,5,65.994,70.223,64.689,68.81,68.109,66.625,68.308,0.17338,3.81426,1.61396,7.9128,0.002832,0.04425,0.30947,-0.89964,-1.47321,2.29556,68.308,1.879,2.511,SEGUIR_RUTA
3.2,50,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.11008,17,5,67.61,66.006,76.029,64.033,66.808,66.447,68.342,0.17338,3.81426,1.73956,8.07608,0.002961,0.04627,0.2321,-0.90149,-1.47114,2.31097,68.342,1.941,2.449,SEGUIR_RUTA
3.264,51,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.1073,17,5,71.374,65.079,64.842,69.04,68.226,66.555,68.603,0.17338,3.81426,1.85888,8.23308,0.002832,0.04425,0.2321,-0.90338,-1.46909,2.32329,68.603,1.99,2.4,SEGUIR_RUTA
3.328,52,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.10451,17,5,61.154,63.082,67.078,71.641,62.118,65.996,67.766,0.17338,3.81426,1.99076,8.3838,0.002897,0.04526,0.11605,-0.90529,-1.46706,2.3331,67.766,2.03,2.361,SEGUIR_RUTA
3.392,53,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.10171,17,5,70.206,67.109,61.745,70.656,68.658,66.784,68.201,0.17338,3.81426,2.11636,8.53452,0.002832,0.04425,0.15474,-0.90723,-1.46504,2.34067,68.201,2.06,2.33,SEGUIR_RUTA
3.456,54,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.09891,17,5,69.137,71.515,67.889,68.118,70.326,67.227,68.857,0.17338,3.81426,2.24824,8.68524,0.002897,0.04526,0.11605,-0.90919,-1.46304,2.3468,68.857,2.084,2.306,SEGUIR_RUTA
3.52,55,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.09611,17,5,60.905,67.036,64.31,63.224,63.97,66.66,68.291,0.17338,3.81426,2.38012,8.82968,0.002832,0.04425,0.07737,-0.91115,-1.46104,2.35175,68.291,2.104,2.286,SEGUIR_RUTA
3.584,56,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.09331,17,5,72.453,62.885,69.885,67.113,67.669,66.548,68.477,0.17338,3.81426,2.51828,8.9804,0.002961,0.04627,0.07737,-0.91313,-1.45905,2.35576,68.477,2.12,2.27,SEGUIR_RUTA
3.648,57,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.09051,17,5,68.736,65.573,63.955,66.324,67.154,67.555,68.528,0.17338,3.81426,2.65016,9.12484,0.002832,0.04425,0.07737,-0.91511,-1.45707,2.35902,68.528,2.133,2.257,SEGUIR_RUTA
3.712,58,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.08771,17,5,60.291,66.631,66.925,66.318,63.461,66.516,67.937,0.17338,3.81426,2.78832,9.26928,0.002897,0.04526,0.03868,-0.9171,-1.4551,2.36168,67.937,2.144,2.246,SEGUIR_RUTA
3.776,59,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.0849,17,5,75.428,71.961,62.294,72.419,73.695,67.19,69.216,0.17338,3.81426,2.92648,9.40744,0.002832,0.04425,-0.0,-0.9191,-1.45312,2.36384,69.216,2.153,2.238,SEGUIR_RUTA
3.84,60,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.0821,17,5,60.269,71.337,68.205,65.988,65.803,67.556,68.912,0.17338,3.81426,3.06464,9.55188,0.002897,0.04526,0.03868,-0.92109,-1.45116,2.36561,68.912,2.16,2.23,SEGUIR_RUTA
3.904,61,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07929,17,5,61.886,74.617,66.738,67.773,68.252,67.673,69.085,0.17338,3.81426,3.2028,9.69632,0.002897,0.04526,0.03868,-0.9231,-1.44919,2.36707,69.085,2.166,2.225,SEGUIR_RUTA
3.968,62,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07648,17,5,70.766,72.236,66.753,72.271,71.501,68.542,69.791,0.17338,3.81426,3.34096,9.84076,0.002897,0.04526,0.03868,-0.9251,-1.44723,2.36828,69.791,2.17,2.22,SEGUIR_RUTA
4.032,63,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07367,17,5,60.781,69.71,73.228,62.366,65.245,68.899,69.284,0.17338,3.81426,3.47912,9.97892,0.002832,0.04425,0.0,-0.92711,-1.44527,2.36928,69.284,2.174,2.216,SEGUIR_RUTA
4.096,64,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07087,17,5,67.38,60.854,67.359,65.393,64.117,66.984,68.675,0.17338,3.81426,3.61728,10.12336,0.002897,0.04526,0.03868,-0.92912,-1.44331,2.37012,68.675,2.178,2.213,SEGUIR_RUTA
4.16,65,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.06806,17,5,73.16,69.964,70.145,68.216,71.562,68.135,69.457,0.17338,3.81426,3.75544,10.26152,0.002832,0.04425,0.0,-0.93114,-1.44135,2.37082,69.457,2.181,2.21,SEGUIR_RUTA
4.224,66,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.06525,17,5,95.322,68.18,66.079,69.198,81.751,70.835,71.876,0.17338,3.81426,3.8936,10.40596,0.002897,0.04526,0.03868,-0.93315,-1.43939,2.3714,71.876,2.183,2.207,SEGUIR_RUTA
4.288,67,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.06244,17,5,112.868,75.631,71.641,63.602,94.249,75.385,76.042,0.17338,3.81426,4.03804,10.54412,0.002897,0.04526,-0.03868,-0.93517,-1.43743,2.3719,76.042,-2.0,-0.5,ESCAPE_IZQUIERDA
4.352,68,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.06399,17,5,92.498,66.799,69.948,64.244,79.649,78.266,76.501,0.17338,3.81426,3.90616,10.51272,-0.001674,-0.02615,0.61894,-0.93405,-1.43852,2.40706,76.501,-2.0,-0.5,ESCAPE_IZQUIERDA
4.416,69,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.0656,17,5,70.044,70.027,71.959,67.956,70.035,79.449,75.221,0.17338,3.81426,3.78056,10.48132,-0.001609,-0.02514,0.58026,-0.93286,-1.43959,2.44086,75.221,-2.0,-0.5,ESCAPE_IZQUIERDA
4.48,70,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.0672,17,5,63.346,74.718,62.424,65.789,69.032,78.943,73.988,0.17338,3.81426,3.65496,10.44992,-0.001609,-0.02514,0.58026,-0.93162,-1.44062,2.47477,73.988,-2.0,-0.5,ESCAPE_IZQUIERDA
4.544,71,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.0688,17,5,60.363,69.104,65.434,70.677,64.734,75.54,72.217,0.17338,3.81426,3.52308,10.41852,-0.001674,-0.02615,0.61894,-0.93035,-1.4416,2.50874,72.217,-2.0,-0.5,ESCAPE_IZQUIERDA
4.608,72,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07039,17,5,68.361,71.53,72.621,70.656,69.945,70.679,71.664,0.17338,3.81426,3.39748,10.38712,-0.001609,-0.02514,0.58026,-0.92904,-1.44254,2.54273,71.664,-2.0,-0.5,ESCAPE_IZQUIERDA
4.672,73,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07197,17,5,68.726,62.581,71.497,68.474,65.654,67.88,70.456,0.17338,3.81426,3.2656,10.35572,-0.001674,-0.02615,0.61894,-0.9277,-1.44343,2.57673,70.456,-2.0,-0.5,ESCAPE_IZQUIERDA
4.736,74,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07346,17,5,68.561,71.312,65.859,67.155,69.937,67.86,70.2,0.17338,3.81426,3.14,10.31804,-0.001674,-0.02615,0.54157,-0.92641,-1.44422,2.61387,70.2,-2.0,-0.5,ESCAPE_IZQUIERDA
4.8,75,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07493,17,5,65.261,68.439,63.227,68.138,66.85,67.424,69.459,0.17338,3.81426,3.0144,10.28664,-0.001609,-0.02514,0.58026,-0.92509,-1.44497,2.65102,69.459,-2.0,-0.5,ESCAPE_IZQUIERDA
4.864,76,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07638,17,5,64.81,64.711,64.493,69.906,64.76,67.429,68.479,0.17338,3.81426,2.88252,10.25524,-0.001674,-0.02615,0.61894,-0.92374,-1.44566,2.68816,68.479,-2.0,-0.5,ESCAPE_IZQUIERDA
4.928,77,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07782,17,5,69.039,65.309,63.052,67.516,67.174,66.875,68.093,0.17338,3.81426,2.75692,10.22384,-0.001609,-0.02514,0.58026,-0.92236,-1.44631,2.7253,68.093,-2.0,-0.5,ESCAPE_IZQUIERDA
4.992,78,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.07923,17,5,67.772,66.163,69.209,64.129,66.967,67.138,67.738,0.17338,3.81426,2.63132,10.19244,-0.001609,-0.02514,0.58026,-0.92097,-1.4469,2.7624,67.738,-2.0,-0.5,ESCAPE_IZQUIERDA
5.056,79,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.08068,17,5,65.482,70.791,64.425,70.921,68.137,66.778,67.641,0.17338,3.81426,2.49944,10.16104,-0.001674,-0.02615,0.61894,-0.9195,-1.44745,2.79764,67.641,-2.0,-0.5,ESCAPE_IZQUIERDA
5.12,80,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.08213,17,5,70.599,65.601,66.889,72.152,68.1,67.028,67.561,0.17338,3.81426,2.37384,10.12964,-0.001609,-0.02514,0.58026,-0.91798,-1.44797,2.83151,67.561,-2.0,-0.5,ESCAPE_IZQUIERDA
5.184,81,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.08356,17,5,64.23,71.118,67.529,63.302,67.674,67.61,67.428,0.17338,3.81426,2.25452,10.09824,-0.001545,-0.02414,0.54157,-0.91645,-1.44844,2.86535,67.428,-2.0,-0.5,ESCAPE_IZQUIERDA
5.248,82,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.08497,17,5,59.833,69.137,68.66,67.251,64.485,67.073,66.745,0.17338,3.81426,2.11636,10.06684,-0.001738,-0.02716,0.65763,-0.9149,-1.44885,2.89919,66.745,-2.0,-0.5,ESCAPE_IZQUIERDA
5.312,83,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.08635,17,5,65.776,71.926,71.745,70.096,68.851,67.449,66.95,0.17338,3.81426,1.99076,10.03544,-0.001609,-0.02514,0.58026,-0.91335,-1.44921,2.93304,66.95,-2.0,-0.5,ESCAPE_IZQUIERDA
5.376,84,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.0877,17,5,69.291,70.304,61.106,74.525,69.797,67.781,67.284,0.17338,3.81426,1.86516,10.00404,-0.001609,-0.02514,0.58026,-0.91177,-1.44952,2.96671,67.284,-2.0,-0.5,ESCAPE_IZQUIERDA
5.44,85,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.08902,17,5,67.935,69.748,63.895,67.272,68.842,67.93,67.382,0.17338,3.81426,1.73328,9.96636,-0.001738,-0.02716,0.58026,-0.91019,-1.44978,3.00038,67.382,-2.0,-0.5,ESCAPE_IZQUIERDA
5.504,86,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.09015,17,5,62.879,70.983,64.45,69.209,66.931,67.781,67.144,0.17338,3.81426,1.60768,9.93496,-0.001609,-0.02514,0.58026,-0.9088,-1.44995,3.02699,67.144,-2.0,-0.5,ESCAPE_IZQUIERDA
5.568,87,maze_complex,kalman,supervisor,maze_complex_grid.csv,35,7,1,1.09092,17,5,63.31,66.83,66.382,70.18,65.07,67.898,66.625,0.17338,3.81426,1.48208,9.90356,-0.001609,-0.02514,0.58026,-0.90782,-1.45004,3.03892,66.625,-2.0,-0.5,ESCAPE_IZQUIERDA
